0,220198
1,523954
2,2335278
3,2064568
4,3079548
5,2850632
6,1568824
7,552802
8,296138
9,190154
10,842182
11,694882
12,716838
13,3204498
14,803672
15,768450
16,2207950
17,3833418
18,992764
19,1281456
20,1603494
21,5980218
22,37608
23,2529186
24,343736
25,360524
26,307972
27,941044
28,5101778
29,965406
30,1815644
31,942216
32,391376
33,308348
34,305312
35,1387818
36,1051032
37,257328
38,510752
39,393596
40,680404
41,3317634
42,2452830
43,27498
44,3264894
45,682802
46,2572804
47,776588
48,719448
49,49512
50,62062
51,1079250
52,79878
53,376064
54,1147450
55,903838
56,988232
57,1434494
58,5233184
59,1044144
60,619890
61,725814
62,8612038
63,5348900
64,3643154
65,864116
66,199954
67,48864
68,1211502
69,946040
70,186744
71,70272
72,26648
73,123604
74,1587876
75,85736
76,191330
77,553576
78,434436
79,704244
80,2242340
81,5336090
82,10493504
83,6393518
84,2413136
85,214844
86,5764354
87,6952454
88,480436
89,1488016
90,308358
91,240322
92,239794
93,1655542
94,325096
95,496448
96,2550302
97,86326
98,149824
99,345250
100,310530
101,108786
102,106768
103,577020
104,411518
105,7197788
106,5989120
107,10018586
108,335352
109,26458
110,37842
111,18834
112,48844
113,2106724
114,7200914
115,6204188
116,1992892
117,200622
118,233832
119,53900
120,57412
121,10874508
122,82636
123,431992
124,347064
125,243554
126,497434
127,475342
128,6811732
129,6875112
130,322924
131,1734496
132,2205208
133,2801694
134,84956
135,512718
136,382592
137,3060192
138,608270
139,336090
140,300266
141,997058
142,6311704
143,897956
144,165156
145,2881636
146,204966
147,1810814
148,74310
149,115674
150,423298
151,732086
152,2781348
153,2502476
154,2068000
155,1433372
156,110072
157,698176
158,922194
159,529328
160,11116486
161,738544
162,1070228
163,1854788
164,490062
165,4041382
166,6467192
167,676408
168,1514850
169,5541110
170,2870426
171,655308
172,2647256
173,2939970
174,1949152
175,82522
176,127448
177,270618
178,99472
179,792876
180,2192142
181,665200
182,472640
183,6911514
184,2611438
185,54120
186,468624
187,2079846
188,810970
189,975244
190,764294
191,818910
192,169518
193,396708
194,835990
195,646872
196,333040
197,328244
198,389516
199,657984
200,251948
201,1251152
202,22510
203,793708
204,316506
205,254042
206,597148
207,310928
208,1253886
209,2213262
210,4295884
211,5920034
212,6851738
213,240764
214,753476
215,1714402
216,248776
217,172240
218,779318
219,142690
220,127736
221,1377604
222,1499678
223,1115898
224,82698
225,263604
226,1987834
227,120294
228,220894
229,360816
230,575114
231,420208
232,723718
233,2045982
234,887226
235,138050
236,1580240
237,288972
238,256300
239,49138
240,132780
241,90076
242,403378
243,782222
244,188588
245,1163314
246,56758
247,66552
248,123720
249,9020984
250,363550
251,522984
252,4446130
253,1156592
254,3368188
255,2711414
256,6830170
257,74114
258,960032
259,120284
260,51346
261,980860
262,107370
263,1510632
264,227998
265,184078
266,125462
267,50888
268,307252
269,2776396
270,154554
271,1509570
272,318996
273,186806
274,145526
275,232522
276,13724
277,102804
278,1193846
279,157716
280,4677730
281,1841120
282,5865756
283,6883900
284,281340
285,2526724
286,1084012
287,197642
288,505010
289,16868
290,2780584
291,262636
292,447906
293,101352
294,142116
295,1198518
296,2103542
297,59532
298,71692
299,70220
300,2116544
301,1854854
302,282842
303,4907684
304,429478
305,1172496
306,883424
307,68726
308,852598
309,227824
310,534650
311,239656
312,245490
313,68908
314,1057992
315,18834
316,284996
317,97278
318,1494280
319,63564
320,532236
321,575910
322,140748
323,201330
324,63744
325,185872
326,898368
327,416054
328,66592
329,4252888
330,17794
331,90952
332,128238
333,5879308
334,84926
335,98424
336,417066
337,597560
338,1589410
339,845956
340,4136292
341,45532
342,761180
343,210410
344,28772
345,206384
346,283676
347,124946
348,7116
349,79624
350,60422
351,1242506
352,125332
353,645364
354,24704
355,2968436
356,1602896
357,1229532
358,285934
359,165872
360,158728
361,923300
362,2177716
363,2091138
364,72988
365,3159908
366,3450704
367,4012928
368,627158
369,47718
370,329468
371,4007294
372,611108
373,580020
374,78196
375,1413592
376,600386
377,1677544
378,279632
379,599380
380,366114
381,254650
382,26214
383,24536
384,126936
385,271308
386,42022
387,368410
388,360984
389,450370
390,501418
391,161372
392,210292
393,2309496
394,378942
395,693882
396,118742
397,337680
398,17276
399,125632
400,427074
401,755818
402,21220
403,88722
404,2655394
405,5571656
406,138054
407,134028
408,1032614
409,694774
410,177270
411,2126722
412,1420364
413,224576
414,2428
415,5614
416,3194
417,1259768
418,357934
419,3146822
420,3937582
421,413258
422,1091688
423,515604
424,5459564
425,159570
426,1009786
427,1874448
428,177406
429,247738
430,941026
431,333598
432,20964
433,151206
434,8502734
435,33076
436,11056
437,400376
438,1836166
439,13888
440,594942
441,1246986
442,262896
443,688562
444,326262
445,468094
446,168116
447,141522
448,318682
449,6
450,1810872
451,28444
452,229238
453,986770
454,145630
455,833822
456,9372
457,147832
458,964640
459,1058364
460,753428
461,113512
462,500122
463,274
464,992748
465,29604
466,304652
467,454990
468,213198
469,79896
470,105940
471,109672
472,8930
473,2822500
474,3141416
475,3164
476,27670
477,34252
478,653060
479,1650
480,897622
481,1014442
482,319864
483,419912
484,169970
485,239878
486,1673414
487,25680
488,24948
489,1051914
490,1367018
491,32320
492,717066
493,2916188
494,2825650
495,2768336
496,107238
497,47758
498,618450
499,251492
500,107030
501,53242
502,101412
503,36636
504,292858
505,41372
506,943380
507,3384
508,369580
509,874384
510,96618
511,47028
512,21986
513,920218
514,29858
515,337442
516,54080
517,54080
518,2971016
519,107790
520,1173678
521,46138
522,2568
523,50252
524,24
525,246748
526,886052
527,151180
528,27446
529,229394
530,30416
531,1766202
532,199120
533,4211422
534,10876
535,16230
536,71282
537,205866
538,7554
539,24264
540,68912
541,263148
542,119490
543,572576
544,583038
545,212246
546,2936080
547,326360
548,947848
549,609198
550,664540
551,185750
552,987956
553,16616
554,24094
555,71052
556,20508
557,158164
558,16258
559,93878
560,395780
561,274
562,189346
563,95508
564,245034
565,17794
566,69446
567,13378
568,407616
569,242256
570,58768
571,312532
572,234964
573,159610
574,9198
575,36800
576,314594
577,152132
578,70
579,91048
581,148788
582,133524
583,62
584,9770
585,37898
586,363936
587,101030
588,154304
589,594168
590,244032
591,141096
592,148148
593,343052
594,84378
595,122
596,15108
597,132990
598,16342
599,83754
600,49620
601,842796
602,128994
603,6
604,42318
605,98
606,1894
607,459490
608,118122
609,20374
610,96982
611,283900
612,1057046
613,5128
614,5154
615,1195568
616,7870
617,11194
618,28198
619,36696
620,8758
621,62018
622,456
623,30122
624,32766
625,53262
626,5090
627,74822
628,21592
629,3240
630,3484
631,3100
632,2702
634,84
635,87432
636,4998
637,6870
638,146398
639,7520
640,54796
641,273916
642,522444
643,54152
644,82118
645,2340
646,14414
647,150592
649,33428
650,1786
651,90790
652,23482
654,554088
655,240424
656,12936
657,2148
659,2710
661,355820
662,193294
663,112486
664,35944
665,547220
666,184954
667,260554
668,1530
669,8992
671,340058
672,79786
673,1894
674,58252
676,14574
677,7876
678,25746
679,74166
680,628
681,126862
682,1476
683,65534
685,919962
686,45476
687,47172
688,492
689,1012
690,250458
692,1630
693,85396
694,23596
695,243186
696,30150
697,4452
698,471592
699,84880
700,114946
701,274
702,14996
704,8118
705,38476
706,24604
707,156590
708,136152
709,4292
710,55870
712,5960
713,8534
714,239570
715,14438
716,3038
717,48616
718,33518
719,63272
720,88688
721,16412
722,10678
723,9394
724,13490
725,113470
726,336008
727,11458
728,46254
729,20376
730,184644
733,15070
734,76756
735,18118
736,97566
737,1466
738,751710
739,23012
740,18544
741,13720
742,9762
743,606
745,18790
747,978342
748,769674
749,19440
750,394
751,44090
752,60162
753,101756
754,116714
755,4998
756,149596
757,2914
758,47378
759,11582
760,5588
761,2006
762,90
763,3038
764,19820
765,109750
766,3272
767,69660
768,51672
769,24556
770,520
771,53302
773,3960
774,2340
775,474
776,185596
777,49298
778,15594
779,5266
780,2274
781,672
782,15310
783,60952
784,2232
785,10012
786,38472
787,4554
788,22
789,37620
790,278
791,8562
792,9266
793,1980
794,1124
795,1510
796,20998
797,5818
799,31040
800,9108
801,10004
802,32688
803,185660
804,23888
805,5400
806,11518
807,30594
809,952678
810,64104
811,36204
812,1147372
813,123770
814,5404
815,142612
816,119918
817,6364
818,112578
819,5634
820,4945586
821,12896
822,77900
823,70582
824,832
825,850
826,346058
827,1034
828,558708
829,5974
830,646
831,762
832,323046
833,55484
834,8118
835,11974
836,760
837,8118
838,1420
839,4154
840,100262
841,6590
842,9132
843,1874
844,9086
845,514868
846,0
847,229634
848,7208
849,32564
850,3050
851,28882
852,2136
853,8824
854,78368
855,14384
856,1575024
857,29616
858,686
859,2478080
860,156670
861,176
862,88
863,1728
864,2232
865,80640
866,8206
867,10364
868,3916
869,13368
870,3392
871,802
872,36004
873,1226
874,3392
875,2420
876,200
877,69858
878,11520
879,424
880,534442
881,2754
882,23088
883,58088
884,1596
885,20326
886,55220
887,2086
888,1596
889,11548
890,9266
891,4370
892,214168
893,1340
894,312
895,19182
896,503506
897,1380
898,1290
899,2548
900,203026
901,2406
902,3038
903,1422
904,1058
905,19544
906,27664
907,21700
908,173846
909,89652
910,1354
911,9100
912,5794
913,72674
914,182468
915,784
916,6
917,180936
918,206882
919,68412
920,278
921,81704
922,66670
923,760
924,65576
925,144714
926,37274
927,25374
928,4998
929,34600
930,23766
931,36002
932,3802936
933,60926
934,6724
935,3934
936,78774
937,14640
938,252
939,1870
940,8754
941,1282
942,868
943,1528
944,362
945,1756
946,126
947,49332
948,436
949,311408
950,496926
951,17434
952,16794
953,45272
954,78332
955,26388
956,61006
957,25220
958,2946
959,2710
960,2710
961,2710
962,258
963,644038
964,11438
965,184
966,6772
967,11500
968,2330
969,3538
970,27454
971,327728
972,978
973,486
974,37130
975,486
976,232820
977,2830
978,15552
979,11440
980,29378
981,232820
982,2406
983,21534
984,8396
985,992
986,3956
987,73122
988,2822
989,3910
990,201244
991,12198
992,5740
993,1182
994,1964
995,0
996,932
997,2854
998,1354
999,1872
1000,14958
1001,46942
1002,474
1003,762
1004,890
