0,3111696
1,6250000
2,74805201
3,22667121
4,78074896
5,815730721
6,163047361
7,24010000
8,1500625
9,2085136
10,4879681
11,29986576
12,9834496
13,1003875856
14,37015056
15,6250000
16,29986576
17,141158161
18,8503056
19,24010000
20,26873856
21,342102016
22,28561
23,38950081
24,2085136
25,1185921
26,1185921
27,13845841
28,112550881
29,9834496
30,18974736
31,5308416
32,1185921
33,614656
34,707281
35,10556001
36,3418801
37,1500625
38,4100625
39,1336336
40,11316496
41,62742241
42,28398241
43,20736
44,116985856
45,4477456
46,25411681
47,5764801
48,10556001
49,28561
50,50625
51,20151121
52,331776
53,2560000
54,5764801
55,2825761
56,4477456
57,17850625
58,236421376
59,6765201
60,7890481
61,22667121
62,2097273616
63,228886641
64,796594176
65,62742241
66,1336336
67,6561
68,4477456
69,14776336
70,104976
71,65536
72,4096
73,707281
74,68574961
75,160000
76,234256
77,390625
78,279841
79,3111696
80,24010000
81,151807041
82,2847396321
83,373301041
84,285610000
85,1874161
86,2176782336
87,352275361
88,923521
89,22667121
90,531441
91,707281
92,3111696
93,52200625
94,3111696
95,4477456
96,193877776
97,279841
98,279841
99,531441
100,2313441
101,531441
102,194481
103,6250000
104,923521
105,429981696
106,384160000
107,2300257521
108,2825761
109,625
110,6561
111,4096
112,130321
113,52200625
114,384160000
115,276922881
116,43046721
117,104976
118,810000
119,38416
120,83521
121,2897022976
122,390625
123,1336336
124,3111696
125,531441
126,1185921
127,614656
128,429981696
129,688747536
130,1500625
131,11316496
132,13845841
133,126247696
134,279841
135,1679616
136,531441
137,47458321
138,1048576
139,2085136
140,2313441
141,43046721
142,373301041
143,5764801
144,28561
145,22667121
146,614656
147,6250000
148,104976
149,614656
150,1874161
151,3748096
152,22667121
153,7311616
154,7311616
155,37015056
156,279841
157,35153041
158,4879681
159,1679616
160,14166950625
161,2825761
162,16777216
163,7311616
164,4477456
165,187388721
166,937890625
167,21381376
168,31640625
169,187388721
170,84934656
171,3418801
172,65610000
173,43046721
174,25411681
175,14641
176,1185921
177,7311616
178,1336336
179,7890481
180,43046721
181,12117361
182,4100625
183,855036081
184,37015056
185,234256
186,707281
187,8503056
188,2825761
189,29986576
190,1336336
191,12960000
192,194481
193,456976
194,3748096
195,1500625
196,1185921
197,1500625
198,1679616
199,5764801
200,1336336
201,9150625
202,2401
203,2313441
204,1500625
205,923521
206,12117361
207,614656
208,6765201
209,47458321
210,49787136
211,533794816
212,200533921
213,4477456
214,6765201
215,65610000
216,531441
217,331776
218,18974736
219,104976
220,65536
221,13845841
222,24010000
223,9834496
224,28561
225,614656
226,15752961
227,104976
228,234256
229,923521
230,194481
231,14776336
232,62742241
233,16777216
234,5764801
235,331776
236,6250000
237,707281
238,3418801
239,14641
240,160000
241,194481
242,1048576
243,6765201
244,456976
245,6765201
246,83521
247,83521
248,456976
249,759333136
250,1185921
251,1679616
252,200533921
253,3111696
254,45212176
255,15752961
256,260144641
257,130321
258,10556001
259,707281
260,194481
261,5308416
262,456976
263,14776336
264,1679616
265,1874161
266,923521
267,104976
268,1874161
269,45212176
270,50625
271,21381376
272,4879681
273,707281
274,279841
275,1336336
276,6561
277,194481
278,8503056
279,4096
280,207360000
281,12117361
282,352275361
283,384160000
284,3111696
285,57289761
286,3748096
287,234256
288,2085136
289,4096
290,43046721
291,531441
292,1679616
293,160000
294,279841
295,47458321
296,25411681
297,130321
298,65536
299,279841
300,29986576
301,276922881
302,234256
303,104060401
304,707281
305,12960000
306,5308416
307,234256
308,2313441
309,3748096
310,923521
311,1679616
312,707281
313,83521
314,6250000
315,4096
316,4100625
317,331776
318,12117361
319,10000
320,5308416
321,9150625
322,456976
323,1336336
324,130321
325,531441
326,2560000
327,923521
328,130321
329,84934656
330,6561
331,331776
332,614656
333,312900721
334,130321
335,331776
336,1500625
337,2085136
338,13845841
339,11316496
340,121550625
341,28561
342,26873856
343,160000
344,83521
345,456976
346,531441
347,331776
348,256
349,234256
350,279841
351,12960000
352,456976
353,2825761
354,10000
355,7311616
356,5764801
357,4100625
358,7890481
359,1048576
360,614656
361,5308416
362,21381376
363,10556001
364,6561
365,65610000
366,116985856
367,45212176
368,4100625
369,4096
370,1679616
371,54700816
372,707281
373,3748096
374,160000
375,17850625
376,5764801
377,352275361
378,331776
379,7311616
380,2560000
381,1185921
382,625
383,625
384,65536
385,234256
386,4096
387,2313441
388,531441
389,3418801
390,4100625
391,130321
392,160000
393,45212176
394,1048576
395,2560000
396,38416
397,1679616
398,256
399,104976
400,1874161
401,5764801
402,4096
403,104976
404,45212176
405,221533456
406,614656
407,531441
408,8503056
409,49787136
410,14641
411,116985856
412,21381376
413,614656
414,10000
415,256
416,81
417,15752961
418,810000
419,96059601
420,362673936
421,6250000
422,4100625
423,2313441
424,303595776
425,1500625
426,11316496
427,9150625
